rank,palabra,frecuencia
9980,demolición,51
9981,antiaéreo,51
9982,armenio,51
9983,recaudar,51
9984,obituario,51
9985,fotométrico,51
9986,ism,51
9987,esféricamente,51
9988,instructor,51
9989,neural,51
9990,conformidad,51
9991,tcp,51
9992,fay,51
9993,alamos,51
9994,workshop,51
9995,trompo,51
9996,piramidal,51
9997,drive,51
9998,bombero,51
9999,estereoquímica,51
10000,signal,51
10001,ral,51
10002,monitorizar,51
10003,exergía,51
10004,baird,51
10005,maldonado,51
10006,rift,51
10007,nanoporo,51
10008,monthly,50
10009,owen,50
10010,intensamente,50
10011,hombres,50
10012,autora,50
10013,excluido,50
10014,antepasado,50
10015,jurisdicción,50
10016,bielorrusia,50
10017,túnez,50
10018,hollerith,50
10019,church,50
10020,alojado,50
10021,europe,50
10022,cometido,50
10023,ovni,50
10024,relés,50
10025,formalización,50
10026,ventajoso,50
10027,sueca,50
10028,nominación,50
10029,prefacio,50
10030,plasmar,50
10031,simbolizado,50
10032,parámetros,50
10033,benito,50
10034,magnética,50
10035,vocablo,50
10036,kernel,50
10037,isotropía,50
10038,muñoz,50
10039,tallado,50
10040,inundar,50
10041,superconductoro,50
10042,cambiant,50
10043,crc,50
10044,acreditar,50
10045,agrupado,50
10046,apretar,50
10047,paño,50
10048,senador,50
10049,atribución,50
10050,sintetizado,50
10051,copernicio,50
10052,estoico,50
10053,difusa,50
10054,ocaso,50
10055,cotangente,50
10056,tem,50
10057,corredor,50
10058,exiliado,50
10059,revelación,50
10060,crónica,50
10061,bautista,50
10062,disminuido,50
10063,seguidamente,50
10064,pierna,50
10065,giordano,50
10066,shapiro,50
10067,arterial,50
10068,discriminación,50
10069,azimut,50
10070,alertar,50
10071,critical,50
10072,policy,50
10073,paramagnetismo,50
10074,fatal,50
10075,teóricos,50
10076,arteria,50
10077,lujo,50
10078,schwarz,50
10079,cross,50
10080,fotoelectrón,50
10081,retrieved,50
10082,multiplicativo,50
10083,idénticamente,50
10084,dioxígeno,50
10085,fbr,50
10086,reentrado,50
10087,termoquímica,50
10088,range,50
10089,sombreador,50
10090,smalley,50
10091,mejorada,50
10092,wiener,50
10093,novia,50
10094,poliestireno,50
10095,croacia,50
10096,avería,50
10097,cremallera,50
10098,obama,50
10099,hollywood,50
10100,astrobiología,50
10101,gould,50
10102,estroncio,50
10103,bank,50
10104,bay,50
10105,isatis,50
10106,putin,50
10107,apilamiento,50
10108,equipment,50
10109,carmen,50
10110,ultimate,50
10111,coger,50
10112,pekín,50
10113,teleportación,50
10114,lichtenberg,50
10115,serpentín,50
10116,contratista,50
10117,flaps,50
10118,larguero,50
10119,spp,50
10120,coordinadora,50
10121,lick,50
10122,oneweb,50
10123,contradizar,49
10124,susskind,49
10125,criar,49
10126,comprador,49
10127,impresionado,49
10128,prusiana,49
10129,sindicato,49
10130,paulatinamente,49
10131,deidad,49
10132,esforzar,49
10133,vientre,49
10134,surgido,49
10135,reordenar,49
10136,germánico,49
10137,inédito,49
10138,magnus,49
10139,wagner,49
10140,materializar,49
10141,moho,49
10142,ferroso,49
10143,membresía,49
10144,categorizar,49
10145,financiamiento,49
10146,guionista,49
10147,asimov,49
10148,astronáutica,49
10149,presidentes,49
10150,beyond,49
10151,acarrear,49
10152,hamming,49
10153,zener,49
10154,refugiado,49
10155,vareír,49
10156,defensivo,49
10157,bautizado,49
10158,frankfurt,49
10159,posponer,49
10160,achievement,49
10161,nec,49
10162,alonso,49
10163,acepción,49
10164,publication,49
10165,traductor,49
10166,magenta,49
10167,heráldico,49
10168,sic,49
10169,groves,49
10170,inexacto,49
10171,divergir,49
10172,emular,49
10173,dioptría,49
10174,mpa,49
10175,tablas,49
10176,kingdom,49
10177,porós,49
10178,meucci,49
10179,parménides,49
10180,polémico,49
10181,larry,49
10182,renovado,49
10183,ocio,49
10184,negociar,49
10185,asa,49
10186,fabricantes,49
10187,tolman,49
10188,translúcido,49
10189,josiah,49
10190,coloquialmente,49
10191,anisótropo,49
10192,cabe,49
10193,patrocinado,49
10194,start,49
10195,grabador,49
10196,provisión,49
10197,erlangen,49
10198,ascendencia,49
10199,oir,49
10200,furtivo,49
10201,crunch,49
10202,sájarov,49
10203,solenoidir,49
10204,calificado,49
10205,curvilíneo,49
10206,sordo,49
10207,engaño,49
10208,silver,49
10209,coincidente,49
10210,traité,49
10211,empuja,49
10212,rbmk,49
10213,submarinos,49
10214,empresarios,49
10215,naves,49
10216,hambre,49
10217,contribuciones,49
10218,hsl,49
10219,drude,49
10220,ansi,49
10221,charlotte,49
10222,alain,49
10223,urgente,49
10224,tony,49
10225,contraparte,49
10226,involucró,49
10227,destinatario,49
10228,hooft,49
10229,wayne,49
10230,ceo,49
10231,transatlántico,49
10232,propano,49
10233,principle,49
10234,depredador,49
10235,ducha,49
10236,oficiales,49
10237,inhibidor,49
10238,dímero,49
10239,foster,49
10240,sussex,49
10241,disprosio,49
10242,maduración,49
10243,seth,49
10244,adhierar,49
10245,advección,49
10246,checo,49
10247,trituradora,49
10248,griffith,49
10249,jacobson,49
10250,cirilo,49
10251,prospección,49
10252,oklahoma,49
10253,box,49
10254,barker,49
10255,brunel,49
10256,truncamiento,49
10257,sunspot,49
10258,tpv,49
10259,cnot,49
10260,exeter,49
10261,jugable,49
10262,steno,49
10263,thunderbolts,49
10264,theorem,48
10265,finlandés,48
10266,democrático,48
10267,conferenciante,48
10268,lenard,48
10269,maduro,48
10270,plegamiento,48
10271,existierar,48
10272,opus,48
10273,aviador,48
10274,ignorancia,48
10275,sociología,48
10276,verdad,48
10277,corrupción,48
10278,quintal,48
10279,expensas,48
10280,contabilizar,48
10281,bangladés,48
10282,cibernética,48
10283,ithaca,48
10284,folleto,48
10285,dominicana,48
10286,espacios,48
10287,vocación,48
10288,gallimard,48
10289,decadencia,48
10290,políticas,48
10291,recargar,48
10292,mediciones,48
10293,hiperfín,48
10294,miligramo,48
10295,restrictivo,48
10296,lévy,48
10297,hansen,48
10298,quevedo,48
10299,metros,48
10300,pearson,48
10301,colineal,48
10302,cardenal,48
10303,eventos,48
10304,mmhg,48
10305,deshidratación,48
10306,oscurecimiento,48
10307,finamente,48
10308,emparejar,48
10309,gravimétrico,48
10310,restaurante,48
10311,señora,48
10312,perno,48
10313,fda,48
10314,centelleador,48
10315,coincident,48
10316,caído,48
10317,revestido,48
10318,solenoide,48
10319,axiomático,48
10320,pasillo,48
10321,manguera,48
10322,esclavo,48
10323,cardán,48
10324,convento,48
10325,unruh,48
10326,entramado,48
10327,captado,48
10328,envir,48
10329,militares,48
10330,husos,48
10331,salvaje,48
10332,secador,48
10333,corps,48
10334,álvarez,48
10335,britannica,48
10336,macarthur,48
10337,cbs,48
10338,algebra,48
10339,freático,48
10340,protection,48
10341,willem,48
10342,guth,48
10343,galaxies,48
10344,soddy,48
10345,walton,48
10346,presbítero,48
10347,grúas,48
10348,archipiélago,48
10349,valores,48
10350,haas,48
10351,moderadamente,48
10352,renovabl,48
10353,marcelo,48
10354,théorie,48
10355,balanceado,48
10356,implementado,48
10357,perclorato,48
10358,forbes,48
10359,brayton,48
10360,uranium,48
10361,section,48
10362,apolonio,48
10363,parametrizar,48
10364,centauri,48
10365,gema,48
10366,sueldo,48
10367,escritorio,48
10368,salín,48
10369,anódico,48
10370,preventivo,48
10371,difractar,48
10372,lars,48
10373,distinciones,48
10374,trituración,48
10375,norris,48
10376,desmontar,48
10377,snow,48
10378,dosímetro,48
10379,tripulada,48
10380,collaboration,48
10381,convexos,48
10382,pasador,48
10383,resonance,48
10384,dirichlet,48
10385,lewin,48
10386,raíl,48
10387,denis,48
10388,gótico,48
10389,freedman,48
10390,espaciamiento,48
10391,production,48
10392,guerrero,48
10393,cimentación,48
10394,team,48
10395,chaos,48
10396,colapsa,48
10397,technische,48
10398,difeomorfismo,48
10399,tinciones,48
10400,filtrante,48
10401,pokémon,48
10402,weapons,48
10403,pal,48
10404,estereograma,48
10405,plant,48
10406,ruedas,48
10407,runaways,48
10408,weizmann,47
10409,guy,47
10410,favorito,47
10411,neutra,47
10412,inexistente,47
10413,nathan,47
10414,legendario,47
10415,élite,47
10416,demócrito,47
10417,priestley,47
10418,mitocondria,47
10419,morfológico,47
10420,implant,47
10421,bicapa,47
10422,basura,47
10423,duncan,47
10424,geophysical,47
10425,armamentístico,47
10426,terra,47
10427,liberan,47
10428,superpuesta,47
10429,inalterado,47
10430,rompar,47
10431,incendiar,47
10432,fotosfera,47
10433,impedimento,47
10434,remitir,47
10435,cangrejo,47
10436,articular,47
10437,herrera,47
10438,spencer,47
10439,llamativo,47
10440,módem,47
10441,inusualmente,47
10442,bilbao,47
10443,sorbona,47
10444,retenido,47
10445,verso,47
10446,refutación,47
10447,molaridad,47
10448,bombeado,47
10449,comprendida,47
10450,milibar,47
10451,caracol,47
10452,inaceptable,47
10453,implícitamente,47
10454,satisfactoriamente,47
10455,colectivamente,47
10456,galileana,47
10457,condena,47
10458,reciprocidad,47
10459,morgana,47
10460,andrómeda,47
10461,sobrecalentado,47
10462,lincei,47
10463,parábolo,47
10464,híbrida,47
10465,gammo,47
10466,utilizando,47
10467,pecho,47
10468,transport,47
10469,rem,47
10470,interactive,47
10471,clarendon,47
10472,pacto,47
10473,cazador,47
10474,python,47
10475,finalizado,47
10476,gmt,47
10477,regulatorio,47
10478,oír,47
10479,quito,47
10480,cromatismo,47
10481,comercializado,47
10482,akademie,47
10483,ladera,47
10484,atacante,47
10485,ilya,47
10486,reading,47
10487,ítems,47
10488,corp,47
10489,decorado,47
10490,anotación,47
10491,higiene,47
10492,evocar,47
10493,guant,47
10494,captador,47
10495,versatilidad,47
10496,hablado,47
10497,emparejamiento,47
10498,pianista,47
10499,cum,47
10500,beach,47
10501,necesaria,47
10502,familiarizado,47
10503,erich,47
10504,palomar,47
10505,empacado,47
10506,colombiano,47
10507,escopeta,47
10508,pirólisis,47
10509,animation,47
10510,reestructuración,47
10511,core,47
10512,coautoría,47
10513,landáu,47
10514,atenuado,47
10515,semiconductores,47
10516,autoorganización,47
10517,requerida,47
10518,estrellado,47
10519,metónico,47
10520,elena,47
10521,espejos,47
10522,contracorriente,47
10523,obstruir,47
10524,jump,47
10525,cannon,47
10526,mor,47
10527,galois,47
10528,infrared,47
10529,vena,47
10530,lúmén,47
10531,seaborgio,47
10532,rubí,47
10533,gerhard,47
10534,osborne,47
10535,ondulador,47
10536,kohn,47
10537,petrov,47
10538,vampiro,47
10539,plana,47
10540,enlazante,47
10541,desvanecir,47
10542,volcánica,47
10543,represalia,47
10544,magnetón,47
10545,alqueno,47
10546,noaa,47
10547,wilczek,47
10548,kronecker,47
10549,fibonacci,47
10550,swan,47
10551,filmación,47
10552,quaternions,47
10553,kodachrome,47
10554,atmosférica,47
10555,bull,47
10556,psk,47
10557,tanzania,47
10558,shoemaker,47
10559,eddy,47
10560,regina,47
10561,hbbtv,47
10562,möbius,47
10563,escaparate,47
10564,rényi,47
10565,mctaggart,47
10566,pseudotriangulación,47
10567,cuadratriz,47
10568,hipersuperficie,46
10569,dieciocho,46
10570,alegre,46
10571,rudolph,46
10572,neurociencia,46
10573,narrar,46
10574,traspasar,46
10575,inconsistencia,46
10576,collar,46
10577,lgbt,46
10578,sónico,46
10579,longevidad,46
10580,razonar,46
10581,mundi,46
10582,impregnar,46
10583,sakurai,46
10584,cuán,46
10585,alternancia,46
10586,kazajistán,46
10587,nepal,46
10588,rodado,46
10589,diapasón,46
10590,arecibo,46
10591,inaccesible,46
10592,enterprise,46
10593,numerario,46
10594,ático,46
10595,erigir,46
10596,protagonizar,46
10597,barajar,46
10598,sendos,46
10599,concluyente,46
10600,ghiorso,46
10601,redefinir,46
10602,atari,46
10603,acelerómetro,46
10604,kilo,46
10605,mag,46
10606,listón,46
10607,microwave,46
10608,confín,46
10609,nodal,46
10610,substrato,46
10611,res,46
10612,hormona,46
10613,variantes,46
10614,cromaticidad,46
10615,lucir,46
10616,jensen,46
10617,evangelista,46
10618,osa,46
10619,hafnio,46
10620,crown,46
10621,cronometraje,46
10622,apostar,46
10623,irreducibl,46
10624,dispersor,46
10625,cilindrada,46
10626,ryb,46
10627,dudoso,46
10628,radiocirugía,46
10629,salamanca,46
10630,sócrates,46
10631,freedom,46
10632,luciérnaga,46
10633,aconsejable,46
10634,oyente,46
10635,reaparecer,46
10636,cortir,46
10637,alojamiento,46
10638,wiki,46
10639,android,46
10640,solidario,46
10641,impreciso,46
10642,tait,46
10643,peruano,46
10644,nuez,46
10645,invernal,46
10646,barrow,46
10647,desprendido,46
10648,solenoidal,46
10649,secante,46
10650,diamagnetismo,46
10651,versar,46
10652,instituciones,46
10653,volumir,46
10654,presunto,46
10655,ruina,46
10656,termosolar,46
10657,desagradable,46
10658,monocristal,46
10659,apropiadamente,46
10660,aducto,46
10661,kurchátov,46
10662,escisión,46
10663,tecnológicamente,46
10664,lawson,46
10665,stellarator,46
10666,residuos,46
10667,epa,46
10668,hpa,46
10669,hückel,46
10670,cole,46
10671,crioscópico,46
10672,trigonométrico,46
10673,haciéndola,46
10674,monoclínico,46
10675,ortorrómbico,46
10676,hannover,46
10677,grenoble,46
10678,hopper,46
10679,luisiana,46
10680,navegant,46
10681,graphics,46
10682,walt,46
10683,renderizar,46
10684,gpu,46
10685,cuchillo,46
10686,insensible,46
10687,fascista,46
10688,fea,46
10689,misiones,46
10690,atom,46
10691,soft,46
10692,marketing,46
10693,biomolécula,46
10694,jaime,46
10695,townes,46
10696,riñón,46
10697,niobio,46
10698,índico,46
10699,ivan,46
10700,four,46
10701,penning,46
10702,smart,46
10703,cis,46
10704,extrínseco,46
10705,desempleo,46
10706,perfilado,46
10707,ams,46
10708,fotoquímico,46
10709,andes,46
10710,return,46
10711,mesoescala,46
10712,adelaida,46
10713,cnn,46
10714,testing,46
10715,biodigestor,46
10716,indexado,46
10717,hough,46
10718,icc,46
10719,rectangu,46
10720,rif,46
10721,cri,46
10722,ansys,46
10723,rsef,46
10724,hidroconformado,46
10725,votorantim,46
10726,gwr,46
10727,aeroplano,45
10728,aeródromo,45
10729,perfeccionamiento,45
10730,difícilmente,45
10731,pestaña,45
10732,connotación,45
10733,heurístico,45
10734,ondulatoria,45
10735,acortamiento,45
10736,ateo,45
10737,divisible,45
10738,martes,45
10739,song,45
10740,nórdico,45
10741,apodo,45
10742,amorfa,45
10743,digno,45
10744,antimonio,45
10745,tetraédrica,45
10746,fructífero,45
10747,inhalación,45
10748,interino,45
10749,best,45
10750,condecoración,45
10751,inflexión,45
10752,hoc,45
10753,digitalmente,45
10754,romance,45
10755,arqueólogo,45
10756,joaquín,45
10757,prescripción,45
10758,konex,45
10759,logrado,45
10760,mareomotriz,45
10761,artificio,45
10762,imperceptible,45
10763,extrañeza,45
10764,electrotécnica,45
10765,nublado,45
10766,killing,45
10767,presumiblemente,45
10768,pisar,45
10769,shell,45
10770,latencia,45
10771,cabrera,45
10772,vasta,45
10773,metaestabl,45
10774,ferromagnética,45
10775,rar,45
10776,adsorbente,45
10777,text,45
10778,fenol,45
10779,proust,45
10780,eugenir,45
10781,rubio,45
10782,hulla,45
10783,excedente,45
10784,expansivo,45
10785,explicativo,45
10786,diffraction,45
10787,acomodación,45
10788,correctivo,45
10789,industry,45
10790,gpa,45
10791,corcho,45
10792,confocal,45
10793,billete,45
10794,tubinga,45
10795,lorenz,45
10796,cold,45
10797,layer,45
10798,litoral,45
10799,nietzsche,45
10800,antemano,45
10801,irracional,45
10802,vertebrado,45
10803,comentarista,45
10804,colombe,45
10805,gasóleo,45
10806,termoplástico,45
10807,decodificar,45
10808,cursor,45
10809,sanción,45
10810,correos,45
10811,libera,45
10812,espada,45
10813,poliéster,45
10814,resta,45
10815,núremberg,45
10816,meissner,45
10817,temperature,45
10818,hot,45
10819,sarah,45
10820,leído,45
10821,functions,45
10822,maqueta,45
10823,reports,45
10824,capilla,45
10825,valorado,45
10826,parra,45
10827,diablo,45
10828,moldear,45
10829,ciemat,45
10830,bélico,45
10831,epónimo,45
10832,credibilidad,45
10833,asado,45
10834,guitarra,45
10835,agradable,45
10836,bet,45
10837,sódico,45
10838,criogenia,45
10839,dihidrógeno,45
10840,fisibl,45
10841,fisionable,45
10842,calculator,45
10843,paralizar,45
10844,endurecer,45
10845,propulsion,45
10846,traumatismo,45
10847,sinódico,45
10848,hollín,45
10849,utensilio,45
10850,action,45
10851,aberdeen,45
10852,amarillento,45
10853,rombo,45
10854,amazonas,45
10855,pino,45
10856,limbo,45
10857,cour,45
10858,combat,45
10859,quest,45
10860,groups,45
10861,evaluado,45
10862,juntos,45
10863,supérieure,45
10864,deflector,45
10865,magneto,45
10866,magnetotérmico,45
10867,cazar,45
10868,avatar,45
10869,cat,45
10870,mata,45
10871,tsunami,45
10872,macareo,45
10873,monomodo,45
10874,isentrópico,45
10875,bbva,45
10876,sheffield,45
10877,degradado,45
10878,goldschmidt,45
10879,anti,45
10880,olimpiada,45
10881,access,45
10882,gafas,45
10883,linde,45
10884,geomagnética,45
10885,geomagnetismo,45
10886,zeolita,45
10887,oclusión,45
10888,liquid,45
10889,mises,45
10890,darcy,45
10891,lisboa,45
10892,type,45
10893,ilusorio,45
10894,palomares,45
10895,cray,45
10896,lightman,45
10897,airlines,45
10898,cráteres,45
10899,torsional,45
10900,luttinger,45
10901,bucarest,45
10902,eckart,45
10903,scwr,45
10904,retscreen,45
10905,kimiyo,45
10906,aoki,45
10907,zonas,44
10908,declive,44
10909,cereal,44
10910,feminista,44
10911,morris,44
10912,vocabulario,44
10913,var,44
10914,lumen,44
10915,paraíso,44
10916,campesino,44
10917,tripulante,44
10918,fosfolípido,44
10919,comensal,44
10920,infectado,44
10921,antecesor,44
10922,finanza,44
10923,bibliography,44
10924,construyen,44
10925,delegado,44
10926,anécdota,44
10927,frigorífica,44
10928,aplicabilidad,44
10929,handbuch,44
10930,recursivo,44
10931,iones,44
10932,definar,44
10933,radionucleido,44
10934,compilador,44
10935,percatar,44
10936,canalizar,44
10937,detenido,44
10938,integrador,44
10939,husillo,44
10940,probe,44
